#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
314377	843	162989	107293	127838	-	PSEC0004	CASP10	DEDD2	ALPS2|FLICE2|MCH4	FLAME-3	Affinity Capture-Western	physical	Alcivar A (2003)	PUBMED:12527898	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q8WXF8	M0QXK7	NP_001257543|NP_001257544|NP_579874	-	-	-	-	-	-	Homo sapiens	Homo sapiens
314379	843	9191	107293	114627	-	KE05	CASP10	DEDD	ALPS2|FLICE2|MCH4	CASP8IP1|DEDD1|DEFT|FLDED1	Affinity Capture-Western	physical	Alcivar A (2003)	PUBMED:12527898	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O75618	B1AQP5	NP_001034801|NP_001034800|NP_127491|NP_001317694	-	-	-	-	-	-	Homo sapiens	Homo sapiens
317834	23581	843	117116	107293	-	-	CASP14	CASP10	-	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Hu S (1998)	PUBMED:9792675	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P31944	B2CIS9	NP_036246	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
697107	51283	843	119435	107293	-	-	BFAR	CASP10	BAR|RNF47	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Zhang H (2000)	PUBMED:10716992	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZS9	-	NP_001317429|NP_057645	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
714941	843	9994	107293	115315	-	RP11-63K6.3	CASP10	CASP8AP2	ALPS2|FLICE2|MCH4	CED-4|FLASH|RIP25	Two-hybrid	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q9UKL3	-	NP_001131140|NP_036247|NP_001131139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
714942	843	8772	107293	114302	-	GIG3	CASP10	FADD	ALPS2|FLICE2|MCH4	MORT1	Two-hybrid	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13158	-	NP_003815	-	-	-	-	-	-	Homo sapiens	Homo sapiens
714943	843	80196	107293	123169	-	-	CASP10	RNF34	ALPS2|FLICE2|MCH4	CARP-1|CARP1|RFI|RIF|RIFF|hRFI	Two-hybrid	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q969K3	A0A087WTM5	NP_919247|NP_001243787|NP_079402	-	-	-	-	-	-	Homo sapiens	Homo sapiens
718518	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Sinha SK (2004)	PUBMED:15280356	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
815089	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Lee EW (2012)	PUBMED:22864571	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
854325	843	5925	107293	111860	-	RP11-174I10.1	CASP10	RB1	ALPS2|FLICE2|MCH4	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Biochemical Activity	physical	Lemaire C (2005)	PUBMED:15735701	9606	9606	Low Throughput	-	Proteolytic Processing	figure 5.	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P06400	A0A024RDV3	NP_000312	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891628	843	8780	107293	114309	-	-	CASP10	RIOK3	ALPS2|FLICE2|MCH4	SUDD	Affinity Capture-Western	physical	Wang J (2011)	PUBMED:21988832	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O14730	B0YJ89	NP_001335122|NP_003822	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893211	843	9718	107293	115067	-	hCG_2022032	CASP10	ECE2	ALPS2|FLICE2|MCH4	-	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O60344	-	NP_115707|NP_001032401|NP_001093590|NP_001093591|NP_055508	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893240	843	4795	107293	110862	-	DADB-70P7.2	CASP10	NFKBIL1	ALPS2|FLICE2|MCH4	IKBL|LST1|NFKBIL	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q9UBC1	A8K778|Q5STV6	NP_001138433|NP_004998|NP_001138435|NP_001138434	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893295	843	51105	107293	119294	-	CGI-72	CASP10	PHF20L1	ALPS2|FLICE2|MCH4	TDRD20B	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	A8MW92	F8W9L8|Q9H8G4	NP_940915|NP_057102|NP_001264125	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893486	843	8780	107293	114309	-	-	CASP10	RIOK3	ALPS2|FLICE2|MCH4	SUDD	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O14730	B0YJ89	NP_001335122|NP_003822	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893541	843	11339	107293	116467	-	-	CASP10	OIP5	ALPS2|FLICE2|MCH4	5730547N13Rik|CT86|LINT-25|MIS18B|MIS18beta|hMIS18beta	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	O43482	A0A024R9N0	NP_009211	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032003	843	9588	107293	114956	-	-	CASP10	PRDX6	ALPS2|FLICE2|MCH4	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	Reconstituted Complex	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P30041	V9HWC7	NP_004896	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032004	843	8772	107293	114302	-	GIG3	CASP10	FADD	ALPS2|FLICE2|MCH4	MORT1	Reconstituted Complex	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	Q13158	-	NP_003815	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032005	843	9588	107293	114956	-	-	CASP10	PRDX6	ALPS2|FLICE2|MCH4	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	Affinity Capture-Western	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P30041	V9HWC7	NP_004896	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032006	9588	843	114956	107293	-	-	PRDX6	CASP10	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	ALPS2|FLICE2|MCH4	Reconstituted Complex	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30041	V9HWC7	NP_004896	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032007	8772	843	114302	107293	GIG3	-	FADD	CASP10	MORT1	ALPS2|FLICE2|MCH4	Reconstituted Complex	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13158	-	NP_003815	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032012	9588	843	114956	107293	-	-	PRDX6	CASP10	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30041	V9HWC7	NP_004896	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032014	843	9588	107293	114956	-	-	CASP10	PRDX6	ALPS2|FLICE2|MCH4	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	Two-hybrid	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P30041	V9HWC7	NP_004896	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1032016	9588	843	114956	107293	-	-	PRDX6	CASP10	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	ALPS2|FLICE2|MCH4	PCA	physical	Choi H (2011)	PUBMED:20829884	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P30041	V9HWC7	NP_004896	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1036880	331	843	106828	107293	RP1-315G1.5	-	XIAP	CASP10	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	ALPS2|FLICE2|MCH4	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	P98170	B2R9R2	NP_001365519|NP_001158|NP_001365521|NP_001365520|NP_001191330	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1054752	841	843	107291	107293	-	-	CASP8	CASP10	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Feoktistova M (2011)	PUBMED:21737330	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14790	A0A024R3Z8	NP_203520|NP_203519|NP_203522|NP_001073593|NP_001073594|NP_001219	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1054758	8837	843	114364	107293	-	-	CFLAR	CASP10	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Feoktistova M (2011)	PUBMED:21737330	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1057201	80196	843	123169	107293	-	-	RNF34	CASP10	CARP-1|CARP1|RFI|RIF|RIFF|hRFI	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q969K3	A0A087WTM5	NP_919247|NP_001243787|NP_079402	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1057204	331	843	106828	107293	RP1-315G1.5	-	XIAP	CASP10	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	P98170	B2R9R2	NP_001365519|NP_001158|NP_001365521|NP_001365520|NP_001191330	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1057207	329	843	106826	107293	-	-	BIRC2	CASP10	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	Q13490	-	NP_001243092|NP_001157|NP_001243095	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1057210	330	843	106827	107293	-	-	BIRC3	CASP10	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	McDonald ER (2004)	PUBMED:15069192	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	Q13489	-	NP_892007|NP_001156	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1504654	8837	843	114364	107293	-	-	CFLAR	CASP10	CASH|CASP8AP1|CLARP|Casper|FLAME|FLAME-1|FLAME1|FLIP|I-FLICE|MRIT|c-FLIP|c-FLIPL|c-FLIPR|c-FLIPS	ALPS2|FLICE2|MCH4	Co-localization	physical	Chen TC (2014)	PUBMED:25241761	9606	9606	High Throughput	-	-	in situ PLA	-	BIOGRID	O15519	B4E361|A0A024R3Z7|E9PAP3|A0A024R3Y3	NP_001189445|NP_001294972|NP_001294971|NP_003870|NP_001189446|NP_001189448|NP_001120656|NP_001189447|NP_001189444|NP_001120655	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2207270	843	331	107293	106828	-	RP1-315G1.5	CASP10	XIAP	ALPS2|FLICE2|MCH4	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	Two-hybrid	physical	Sahni N (2015)	PUBMED:25910212	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	P98170	B2R9R2	NP_001365519|NP_001158|NP_001365521|NP_001365520|NP_001191330	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2380468	5272	843	111290	107293	-	-	SERPINB9	CASP10	CAP-3|CAP3|PI-9|PI9	ALPS2|FLICE2|MCH4	Affinity Capture-Western	physical	Kummer JA (2007)	PUBMED:17479112	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P50453	A0A024QZT4	NP_004146	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2633042	10213	843	115508	107293	-	-	PSMD14	CASP10	PAD1|POH1|RPN11	ALPS2|FLICE2|MCH4	Affinity Capture-MS	physical	Wang B (2019)	PUBMED:30745168	9606	9606	High Throughput	-	-	-	-	BIOGRID	O00487	-	NP_005796	Q92851	-	NP_116756|NP_001221|NP_116758|NP_116759|NP_001193453|NP_001193471	-	-	-	-	-	-	Homo sapiens	Homo sapiens
