#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2249391	8431	22858	114012	116527	-	-	NR0B2	ICK	SHP|SHP1	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.962489917	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194	-	BIOGRID	Q15466	-	NP_068804	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2250647	441058	22858	137124	116527	RP11-555K2.3	-	MGC39584	ICK	-	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.956305971	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194	-	BIOGRID	-	-	-	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2252043	53947	22858	119825	116527	-	-	A4GALT	ICK	A14GALT|A4GALT1|Gb3S|P(k)|P1|P1PK|PK	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.948672296	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194	-	BIOGRID	Q9NPC4	-	NP_059132	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2254973	3554	22858	109770	116527	-	-	IL1R1	ICK	CD121A|D2S1473|IL-1R-alpha|IL1R|IL1RA|P80	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.930508911	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.	-	BIOGRID	P14778	B8ZZW4	NP_000868|NP_001275635	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2255280	91687	22858	124865	116527	RP3-383J4.1	-	CENPL	ICK	C1orf155|CENP-L|dJ383J4.3	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.928488029	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194	-	BIOGRID	Q8N0S6	A0A024R932	NP_001164653|NP_001120653|NP_201576	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2258761	983	22858	107420	116527	-	-	CDK1	ICK	CDC2|CDC28A|P34CDC2	ECO|LCK2|MRK	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.900620726	-	Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75.|Re-analysis of the data from the first paper, The BioPlex Network: A Systematic Exploration of the Human Interactome, PUBMED:26186194	-	BIOGRID	P06493	B7Z3D6|I6L9I5|A0A024QZJ8	NP_001307847|NP_203698|NP_001163878|NP_001163877|NP_001777	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332298	22858	56950	116527	121274	-	RP11-176D17.2	ICK	SMYD2	ECO|LCK2|MRK	HSKM-B|KMT3C|ZMYND14	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	Q9NRG4	-	NP_064582	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332431	4117	22858	110291	116527	RP3-417M14.2	-	MAK	ICK	RP62|dJ417M14.2	ECO|LCK2|MRK	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	P20794	F8VBW7	NP_001229886|NP_005897|NP_001229314	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332483	23247	22858	116851	116527	-	-	KIAA0556	ICK	-	ECO|LCK2|MRK	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	O60303	-	NP_056017	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332603	8100	22858	113771	116527	RP11-172H24.2	-	IFT88	ICK	D13S1056E|DAF19|TG737|TTC10|hTg737	ECO|LCK2|MRK	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13099	B3KX42	NP_783195|NP_001305422|NP_001305420|NP_006522	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332651	22858	26160	116527	117589	-	-	ICK	IFT172	ECO|LCK2|MRK	NPHP17|SLB|SRTD10|osm-1|wim	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	Q9UG01	-	NP_056477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2332675	23059	22858	116694	116527	-	-	CLUAP1	ICK	CFAP22|FAP22	ECO|LCK2|MRK	Affinity Capture-MS	physical	Boldt K (2016)	PUBMED:27173435	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96AJ1	-	NP_055856|NP_001317383|NP_079069	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2398124	3191	22858	109432	116527	P/OKcl.14	-	HNRNPL	ICK	HNRPL|hnRNP-L	ECO|LCK2|MRK	Affinity Capture-RNA	physical	Fei T (2017)	PUBMED:28611215	9606	9606	High Throughput	-	-	-	-	BIOGRID	P14866	Q6NTA2	NP_001524|NP_001005335|NP_001372580	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2461401	25793	22858	117326	116527	LL22NC03-28H9.2	-	FBXO7	ICK	FBX|FBX07|FBX7|PARK15|PKPS	ECO|LCK2|MRK	Biochemical Activity	physical	Teixeira FR (2016)	PUBMED:27503909	9606	9606	High Throughput	-	Ubiquitination	substrates identified by screening using the Invitrogen Protoarray v5.0	-	BIOGRID	Q9Y3I1	-	NP_036311|NP_001028196|NP_001244919	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2521763	10614	22858	115860	116527	-	-	HEXIM1	ICK	CLP1|EDG1|HIS1|MAQ1	ECO|LCK2|MRK	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94992	-	NP_006451	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2523752	51574	22858	119619	116527	HDCMA18P	-	LARP7	ICK	ALAZS|PIP7S	ECO|LCK2|MRK	Affinity Capture-MS	physical	Faust TB (2018)	PUBMED:29845934	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q4G0J3	-	NP_057732|NP_001357906|NP_001357910|NP_056269|NP_001357911|NP_001357907|NP_001357904|NP_001253968|NP_001357903|NP_001357905|NP_001357908|NP_001357909	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2621462	51199	22858	119372	116527	-	-	NIN	ICK	SCKL7	ECO|LCK2|MRK	Proximity Label-MS	physical	Redwine WB (2017)	PUBMED:28718761	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N4C6	Q5XUU0	NP_057434|NP_891989|NP_891991|NP_065972	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2786763	6709	22858	112587	116527	-	-	SPTAN1	ICK	EIEE5|NEAS|SPTA2	ECO|LCK2|MRK	Proximity Label-MS	physical	Fasci D (2018)	PUBMED:30021884	9606	9606	High Throughput	-	-	interaction identified using XL-MS (cross-linking mass spectrometry): TX100-insoluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-soluble fractions	-	BIOGRID	Q13813	-	NP_001182461|NP_001362239|NP_001350688|NP_001123910|NP_001350694|NP_001362241|NP_001362240|NP_001362243|NP_001362242|NP_001362247|NP_003118	Q9UPZ9	B3KQG4|A0A024RD59	NP_055735|NP_057597	-	-	-	-	-	-	Homo sapiens	Homo sapiens
