#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2459515	171389	257397	128114	129216	-	-	NLRP6	TAB3	AVR|CLR11.4|NALP6|NAVR|NAVR/AVR|PAN3|PYPAF5	MAP3K7IP3|NAP1	Affinity Capture-Western	physical	Lin Y (2017)	PUBMED:28295271	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P59044	-	NP_612202|NP_001263629	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2467070	6885	257397	112748	129216	RP1-154G14.1	-	MAP3K7	TAB3	MEKK7|TAK1|TGF1a	MAP3K7IP3|NAP1	Affinity Capture-Western	physical	Zhang J (2017)	PUBMED:28507161	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O43318	-	NP_663306|NP_003179|NP_663304|NP_663305	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2494176	7124	257397	112979	129216	DADB-70P7.1	-	TNF	TAB3	DIF|TNF-alpha|TNFA|TNFSF2	MAP3K7IP3|NAP1	Affinity Capture-MS	physical	Wagner SA (2016)	PUBMED:27307491	9606	9606	High Throughput	-	-	-	-	BIOGRID	P01375	Q5STB3	NP_000585	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2494337	55072	257397	120389	129216	-	-	RNF31	TAB3	HOIP|ZIBRA	MAP3K7IP3|NAP1	Affinity Capture-MS	physical	Kupka S (2016)	PUBMED:27545878	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96EP0	-	NP_060469|NP_001297261	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2527457	6615	257397	112499	129216	-	-	SNAI1	TAB3	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	MAP3K7IP3|NAP1	Affinity Capture-MS	physical	Zhu R (2018)	PUBMED:29331416	9606	9606	High Throughput	-	-	Source of SNAIL not clear	-	BIOGRID	O95863	-	NP_005976	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2543498	8473	257397	114049	129216	-	-	OGT	TAB3	HRNT1|O-GLCNAC	MAP3K7IP3|NAP1	Biochemical Activity	physical	Tao T (2016)	PUBMED:27009840	9606	9606	Low Throughput	-	Glycosylation	O-GlcNAcylation on S408	-	BIOGRID	O15294	-	NP_858058|NP_858059	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2543499	257397	7189	129216	113041	-	-	TAB3	TRAF6	MAP3K7IP3|NAP1	MGC:3310|RNF85	Affinity Capture-Western	physical	Tao T (2016)	PUBMED:27009840	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N5C8	-	NP_690000	Q9Y4K3	-	NP_004611|NP_665802	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2543500	257397	7316	129216	113164	-	-	TAB3	UBC	MAP3K7IP3|NAP1	HMG20	Affinity Capture-Western	physical	Tao T (2016)	PUBMED:27009840	9606	9606	Low Throughput	-	-	#LPPI|Likely protein-protein interaction	-	BIOGRID	Q8N5C8	-	NP_690000	P0CG48	-	NP_066289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2543501	257397	6885	129216	112748	-	RP1-154G14.1	TAB3	MAP3K7	MAP3K7IP3|NAP1	MEKK7|TAK1|TGF1a	Affinity Capture-Western	physical	Tao T (2016)	PUBMED:27009840	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N5C8	-	NP_690000	O43318	-	NP_663306|NP_003179|NP_663304|NP_663305	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598154	257397	53938	129216	119820	-	-	TAB3	PPIL3	MAP3K7IP3|NAP1	CYPJ	Affinity Capture-Western	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N5C8	-	NP_690000	Q9H2H8	A0A024R3V4	NP_115861|NP_570981	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598156	53938	257397	119820	129216	-	-	PPIL3	TAB3	CYPJ	MAP3K7IP3|NAP1	Affinity Capture-Western	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	Sources of PPIL3 and TAB3 not clear	-	BIOGRID	Q9H2H8	A0A024R3V4	NP_115861|NP_570981	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598158	257397	6885	129216	112748	-	RP1-154G14.1	TAB3	MAP3K7	MAP3K7IP3|NAP1	MEKK7|TAK1|TGF1a	Affinity Capture-Western	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	Sources of TAB3 and MAP3K7 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	O43318	-	NP_663306|NP_003179|NP_663304|NP_663305	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598160	53938	257397	119820	129216	-	-	PPIL3	TAB3	CYPJ	MAP3K7IP3|NAP1	Reconstituted Complex	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	Sources of PPIL3 and TAB3 not clear	-	BIOGRID	Q9H2H8	A0A024R3V4	NP_115861|NP_570981	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598162	257397	53938	129216	119820	-	-	TAB3	PPIL3	MAP3K7IP3|NAP1	CYPJ	Reconstituted Complex	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	Sources of PPIL3 and TAB3 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	Q9H2H8	A0A024R3V4	NP_115861|NP_570981	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598169	53938	257397	119820	129216	-	-	PPIL3	TAB3	CYPJ	MAP3K7IP3|NAP1	Protein-peptide	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	Sources of PPIL3 and TAB3 not clear	-	BIOGRID	Q9H2H8	A0A024R3V4	NP_115861|NP_570981	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598173	257397	7316	129216	113164	-	-	TAB3	UBC	MAP3K7IP3|NAP1	HMG20	Reconstituted Complex	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	#LPPI|Likely protein-protein interaction|Source of TAB3 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	P0CG48	-	NP_066289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2598174	257397	7316	129216	113164	-	-	TAB3	UBC	MAP3K7IP3|NAP1	HMG20	Affinity Capture-Western	physical	Sheng C (2018)	PUBMED:30348973	9606	9606	Low Throughput	-	-	#LPPI|Likely protein-protein interaction|Source of TAB3 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	P0CG48	-	NP_066289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2621013	636	257397	107105	129216	RP11-817I4.1	-	BICD1	TAB3	BICD	MAP3K7IP3|NAP1	Proximity Label-MS	physical	Redwine WB (2017)	PUBMED:28718761	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96G01	A8MVZ6	NP_001003398|NP_001705	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2621277	23299	257397	116891	129216	RP11-476B13.3	-	BICD2	TAB3	SMALED2|bA526D8.1	MAP3K7IP3|NAP1	Proximity Label-MS	physical	Redwine WB (2017)	PUBMED:28718761	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TD16	Q96FU2	NP_056065|NP_001003800	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2623218	10413	257397	115684	129216	-	-	YAP1	TAB3	COB1|YAP|YAP2|YAP65|YKI	MAP3K7IP3|NAP1	Affinity Capture-MS	physical	Zhang Z (2019)	PUBMED:30472188	9606	9606	High Throughput	-	-	-	-	BIOGRID	P46937	A0A024R3E4|Q86T74|K0KVU2	NP_001269030|NP_001181974|NP_001123617|NP_001269026|NP_001269029|NP_001269028|NP_001269027|NP_006097|NP_001181973	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2655623	257397	6885	129216	112748	-	RP1-154G14.1	TAB3	MAP3K7	MAP3K7IP3|NAP1	MEKK7|TAK1|TGF1a	Affinity Capture-Western	physical	Lei CQ (2019)	PUBMED:31127032	9606	9606	Low Throughput	-	-	Source of TAB3 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	O43318	-	NP_663306|NP_003179|NP_663304|NP_663305	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2655629	6885	257397	112748	129216	RP1-154G14.1	-	MAP3K7	TAB3	MEKK7|TAK1|TGF1a	MAP3K7IP3|NAP1	Reconstituted Complex	physical	Lei CQ (2019)	PUBMED:31127032	9606	9606	Low Throughput	-	-	Source of TAB3 not clear	-	BIOGRID	O43318	-	NP_663306|NP_003179|NP_663304|NP_663305	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2732686	56911	257397	121239	129216	-	-	MAP3K7CL	TAB3	C21orf7|HC21ORF7|TAK1L|TAKL|TAKL-1|TAKL-2|TAKL-4	MAP3K7IP3|NAP1	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	"This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins."	-	BIOGRID	P57077	B4DFW0|B0EVZ8|B0EVZ7|B0EVZ6	NP_001273563|NP_001273551|NP_001273552|NP_001273553|NP_001273547|NP_001273546|NP_001358298|NP_001273549|NP_001273548|NP_064537	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782990	257397	9958	129216	115283	-	-	TAB3	USP15	MAP3K7IP3|NAP1	UNPH-2|UNPH4	Affinity Capture-Western	physical	Zhou Q (2020)	PUBMED:31903660	9606	9606	Low Throughput	-	-	Sources of USP15 and TAB3 not clear	-	BIOGRID	Q8N5C8	-	NP_690000	Q9Y4E8	-	NP_001338088|NP_001338089|NP_001338093|NP_006304|NP_001338095|NP_001338094|NP_001239008|NP_001338092|NP_001239007	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782994	9958	257397	115283	129216	-	-	USP15	TAB3	UNPH-2|UNPH4	MAP3K7IP3|NAP1	Affinity Capture-Western	physical	Zhou Q (2020)	PUBMED:31903660	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4E8	-	NP_001338088|NP_001338089|NP_001338093|NP_006304|NP_001338095|NP_001338094|NP_001239008|NP_001338092|NP_001239007	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2782995	4077	257397	110253	129216	MIG19	-	NBR1	TAB3	1A1-3B|IAI3B|M17S2	MAP3K7IP3|NAP1	Affinity Capture-Western	physical	Zhou Q (2020)	PUBMED:31903660	9606	9606	Low Throughput	-	-	Sources of NBR1 and TAB3 not clear	-	BIOGRID	Q14596	B7Z5R6|A0A024R1V3	NP_114064|NP_005890|NP_001278500|NP_001278501|NP_114068	Q8N5C8	-	NP_690000	-	-	-	-	-	-	Homo sapiens	Homo sapiens
