#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
718395	7187	10010	113039	115328	-	-	TRAF3	TANK	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	I-TRAF|ITRAF|TRAF2	Co-crystal Structure	physical	Li C (2002)	PUBMED:12005438	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
718398	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Li C (2002)	PUBMED:12005438	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
718399	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Reconstituted Complex	physical	Li C (2002)	PUBMED:12005438	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	-	-	-	-	-	-	Homo sapiens	Homo sapiens
718966	10010	7187	115328	113039	-	-	TANK	TRAF3	I-TRAF|ITRAF|TRAF2	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Affinity Capture-Western	physical	Ng MH (2011)	PUBMED:22079989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13114	A6NHG8	NP_663777|NP_001186356|NP_663778|NP_001372072|NP_001372071|NP_003291	-	-	-	-	-	-	Homo sapiens	Homo sapiens
723667	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Shen RR (2012)	PUBMED:23007157	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q12933	A0A024R8H5	NP_066961	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
723668	10010	9641	115328	115000	-	RP11-534L20.1	TANK	IKBKE	I-TRAF|ITRAF|TRAF2	IKK-E|IKK-i|IKKE|IKKI	Affinity Capture-Western	physical	Shen RR (2012)	PUBMED:23007157	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q14164	A0A075B7B4	NP_001180250|NP_001180251|NP_054721	-	-	-	-	-	-	Homo sapiens	Homo sapiens
723669	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Shen RR (2012)	PUBMED:23007157	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
723670	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Affinity Capture-Western	physical	Shen RR (2012)	PUBMED:23007157	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
723824	10010	10010	115328	115328	-	-	TANK	TANK	I-TRAF|ITRAF|TRAF2	I-TRAF|ITRAF|TRAF2	Reconstituted Complex	physical	Chin AI (1999)	PUBMED:10490605	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
739613	10010	351	115328	106848	-	-	TANK	APP	I-TRAF|ITRAF|TRAF2	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	PUBMED:21832049	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
827149	10010	9641	115328	115000	-	RP11-534L20.1	TANK	IKBKE	I-TRAF|ITRAF|TRAF2	IKK-E|IKK-i|IKKE|IKKI	Affinity Capture-Luminescence	physical	Ryzhakov G (2007)	PUBMED:17568778	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q14164	A0A075B7B4	NP_001180250|NP_001180251|NP_054721	-	-	-	-	-	-	Homo sapiens	Homo sapiens
827150	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Affinity Capture-Luminescence	physical	Ryzhakov G (2007)	PUBMED:17568778	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
827159	10010	10010	115328	115328	-	-	TANK	TANK	I-TRAF|ITRAF|TRAF2	I-TRAF|ITRAF|TRAF2	Affinity Capture-Luminescence	physical	Ryzhakov G (2007)	PUBMED:17568778	9606	9606	Low Throughput	-	-	forms homo-oligomers as determined by LUMIER assay	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
859233	329	10010	106826	115328	-	-	BIRC2	TANK	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Goncharov T (2013)	PUBMED:23524849	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13490	-	NP_001243092|NP_001157|NP_001243095	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
859252	330	10010	106827	115328	-	-	BIRC3	TANK	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Goncharov T (2013)	PUBMED:23524849	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13489	-	NP_892007|NP_001156	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891669	5347	10010	111362	115328	-	-	PLK1	TANK	PLK|STPK13	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Wang J (2011)	PUBMED:21988832	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P53350	-	NP_005021	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
891973	3107	10010	109352	115328	XXbac-BCX101P6.2	-	HLA-C	TANK	D6S204|HLA-JY3|HLC-C|PSORS1	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P10321	O19617|Q95HC2|Q6R739	NP_001229971|NP_002108	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892327	3915	10010	110109	115328	RP11-181K3.1	-	LAMC1	TANK	LAMB2	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P11047	Q6NVY8	NP_002284	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892450	7965	10010	113684	115328	PRO0992	-	AIMP2	TANK	JTV-1|JTV1|P38	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13155	A0A024QZY1|A8MU58	NP_001313539|NP_001313538|NP_001313536|NP_001313535|NP_001349714|NP_001349716|NP_001313540|NP_006294	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892507	1315	10010	107710	115328	MSTP026	-	COPB1	TANK	COPB	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P53618	-	NP_001137533|NP_057535|NP_001137534	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892648	2192	10010	108486	115328	CTA-941F9.7	-	FBLN1	TANK	FBLN|FIBL1	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P23142	Q8NBH6	NP_001987|NP_006478|NP_006477|NP_006476	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892661	51606	10010	119635	115328	CGI-11	-	ATP6V1H	TANK	MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9UI12	A0A024R7U9|B3KUZ7|A0A024R7X3	NP_998785|NP_998784|NP_057025	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893492	638	10010	107107	115328	-	-	BIK	TANK	BIP1|BP4|NBK	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13323	A0A024R4X6	NP_001188	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894235	3838	10010	110036	115328	-	-	KPNA2	TANK	IPOA1|QIP2|RCH1|SRP1alpha	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P52292	Q7Z726	NP_001307540|NP_002257	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894236	4088	10010	110263	115328	-	-	SMAD3	TANK	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P84022	Q9P0T0|A0A024R5Z3	NP_001138576|NP_001138574|NP_001138575|NP_005893	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894237	5347	10010	111362	115328	-	-	PLK1	TANK	PLK|STPK13	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P53350	-	NP_005021	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894238	6385	10010	112286	115328	-	-	SDC4	TANK	SYND4	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P31431	-	NP_002990	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894239	10010	7185	115328	113037	-	-	TANK	TRAF1	I-TRAF|ITRAF|TRAF2	EBI6|MGC:10353	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q13077	-	NP_005649|NP_001177876|NP_001177874	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894240	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q12933	A0A024R8H5	NP_066961	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894241	8517	10010	114089	115328	-	-	IKBKG	TANK	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
895130	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
895131	29127	10010	118892	115328	-	-	RACGAP1	TANK	CYK4|HsCYK-4|ID-GAP|MgcRacGAP	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9H0H5	A0A024R136|B2RE34	NP_001306929|NP_001119576|NP_001119575|NP_037409|NP_001306935|NP_001306934|NP_001306928|NP_001306936|NP_001306931|NP_001306930|NP_001306933|NP_001306932	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
895132	51763	10010	119720	115328	-	-	INPP5K	TANK	PPS|SKIP	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9BT40	B7Z4V9	NP_570122|NP_001129114|NP_057616	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
951122	29110	10010	118878	115328	-	-	TBK1	TANK	NAK|T2K	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Seo S (2013)	PUBMED:23286385	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UHD2	-	NP_037386	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1042795	7159	10010	113012	115328	-	-	TP53BP2	TANK	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13625	-	NP_001026855|NP_005417	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1044339	9295	10010	114709	115328	RP4-677H15.3	-	SRSF11	TANK	NET2|SFRS11|dJ677H15.2|p54	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q05519	-	NP_001337545|NP_001337535|NP_001337534|NP_001337537|NP_001337536|NP_001337539|NP_001337538|NP_001337544|NP_004759|NP_001337540|NP_001337541|NP_001337542|NP_001337543|NP_001177916	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1044951	10010	80254	115328	123200	-	-	TANK	CEP63	I-TRAF|ITRAF|TRAF2	SCKL6	Two-hybrid	physical	Rolland T (2014)	PUBMED:25416956	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96MT8	-	NP_001340040|NP_001340041|NP_001340047|NP_001340042|NP_001340038|NP_001340053|NP_001340050|NP_001340051|NP_001340052|NP_001340039|NP_001340054|NP_001340046|NP_001035843|NP_001035842|NP_079456|NP_001340049|NP_001340048|NP_001035859|NP_001340037|NP_001340055	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1051348	7538	10010	113370	115328	-	-	ZFP36	TANK	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|zfp-36	I-TRAF|ITRAF|TRAF2	Affinity Capture-RNA	physical	Kang JG (2011)	PUBMED:21784977	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P26651	M0QY76	NP_003398	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1055304	10010	29110	115328	118878	-	-	TANK	TBK1	I-TRAF|ITRAF|TRAF2	NAK|T2K	Affinity Capture-Western	physical	Saul VV (2014)	PUBMED:25409927	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9UHD2	-	NP_037386	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1067621	6613	10010	112497	115328	-	-	SUMO2	TANK	HSMT3|SMT3B|SMT3H2|SUMO3|Smt3A	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Renner F (2011)	PUBMED:21212807	9606	9606	Low Throughput	-	-	#LPTM|Likely post-translational modification	-	BIOGRID	P61956	A0A024R8S3	NP_001005849|NP_008868	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1105501	9641	10010	115000	115328	RP11-534L20.1	-	IKBKE	TANK	IKK-E|IKK-i|IKKE|IKKI	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	So J (2015)	PUBMED:25852190	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14164	A0A075B7B4	NP_001180250|NP_001180251|NP_054721	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1190854	8424	10010	114008	115328	-	-	BBOX1	TANK	BBH|BBOX|G-BBH|gamma-BBH	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999914697	-	"Interaction also contained in second paper after re-analysis of the data, Architecture of the human interactome defines protein communities and disease networks, PUBMED:28514442|Quantitative scores are a modified CompPASS score derived from Sowa et al., Cell, 2009 (PMID 19615732). The cut-off threshold is > 0.75."	-	BIOGRID	O75936	-	NP_003977	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1432100	145508	10010	126920	115328	-	-	CEP128	TANK	C14orf145|C14orf61|LEDP/132	I-TRAF|ITRAF|TRAF2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q6ZU80	Q86TS1	NP_689659	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1432445	80254	10010	123200	115328	-	-	CEP63	TANK	SCKL6	I-TRAF|ITRAF|TRAF2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q96MT8	-	NP_001340040|NP_001340041|NP_001340047|NP_001340042|NP_001340038|NP_001340053|NP_001340050|NP_001340051|NP_001340052|NP_001340039|NP_001340054|NP_001340046|NP_001035843|NP_001035842|NP_079456|NP_001340049|NP_001340048|NP_001035859|NP_001340037|NP_001340055	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1512439	7185	10010	113037	115328	-	-	TRAF1	TANK	EBI6|MGC:10353	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Greenfeld H (2015)	PUBMED:25996949	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13077	-	NP_005649|NP_001177876|NP_001177874	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515096	10010	8517	115328	114089	-	-	TANK	IKBKG	I-TRAF|ITRAF|TRAF2	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y6K9	A0A087X1B1	NP_003630|NP_001138727|NP_001364244|NP_001364243|NP_001364242|NP_001364241|NP_001308326|NP_001308325|NP_001093327|NP_001093326	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515097	10010	80149	115328	123141	-	RP3-423B22.1	TANK	ZC3H12A	I-TRAF|ITRAF|TRAF2	MCPIP|MCPIP1|dJ423B22.1	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q5D1E8	-	NP_001310480|NP_079355|NP_001310479	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515098	10010	80149	115328	123141	-	RP3-423B22.1	TANK	ZC3H12A	I-TRAF|ITRAF|TRAF2	MCPIP|MCPIP1|dJ423B22.1	Reconstituted Complex	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q5D1E8	-	NP_001310480|NP_079355|NP_001310479	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515099	80149	10010	123141	115328	RP3-423B22.1	-	ZC3H12A	TANK	MCPIP|MCPIP1|dJ423B22.1	I-TRAF|ITRAF|TRAF2	Reconstituted Complex	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q5D1E8	-	NP_001310480|NP_079355|NP_001310479	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515100	10010	9100	115328	114554	-	-	TANK	USP10	I-TRAF|ITRAF|TRAF2	UBPO	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q14694	-	NP_005144|NP_001259004	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515101	9100	10010	114554	115328	-	-	USP10	TANK	UBPO	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14694	-	NP_005144|NP_001259004	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515103	10010	7189	115328	113041	-	-	TANK	TRAF6	I-TRAF|ITRAF|TRAF2	MGC:3310|RNF85	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y4K3	-	NP_004611|NP_665802	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515104	7189	10010	113041	115328	-	-	TRAF6	TANK	MGC:3310|RNF85	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y4K3	-	NP_004611|NP_665802	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1515105	10010	7189	115328	113041	-	-	TANK	TRAF6	I-TRAF|ITRAF|TRAF2	MGC:3310|RNF85	Reconstituted Complex	physical	Wang W (2015)	PUBMED:25861989	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q9Y4K3	-	NP_004611|NP_665802	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1527429	29110	10010	118878	115328	-	-	TBK1	TANK	NAK|T2K	I-TRAF|ITRAF|TRAF2	Affinity Capture-Western	physical	Richter B (2016)	PUBMED:27035970	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UHD2	-	NP_037386	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1528005	29110	10010	118878	115328	-	-	TBK1	TANK	NAK|T2K	I-TRAF|ITRAF|TRAF2	Two-hybrid	physical	Shostak K (2014)	PUBMED:24488098	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UHD2	-	NP_037386	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1528009	10010	57326	115328	121486	-	RP11-307C12.2	TANK	PBXIP1	I-TRAF|ITRAF|TRAF2	HPIP	Affinity Capture-Western	physical	Shostak K (2014)	PUBMED:24488098	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92844	B2R7S3|Q6NW12	NP_004171|NP_001186064|NP_597841	Q96AQ6	-	NP_001304664|NP_001304663|NP_065385	-	-	-	-	-	-	Homo sapiens	Homo sapiens
